fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
-0.16363636363636402,-0.7222222222222222,-0.20000000000000007,0.1960784313725492,-0.49763033175355453,-0.734375,0.022950819672131084,0.4256010396361205,-0.6078431372549016,-0.23076923076923084,-0.6774193548387095
-0.3090909090909091,-0.5,0.30666666666666664,-0.43137254901960775,-0.7345971563981042,-0.453125,-0.04262295081967227,0.0773229369720525,0.13725490196078471,-0.20512820512820507,-0.4516129032258065
-0.01818181818181852,-0.7777777777777777,-0.30666666666666664,-0.3627450980392156,-0.5734597156398104,-0.390625,0.37049180327868836,0.23326835607537078,0.13725490196078471,-0.15384615384615374,-0.3225806451612905
0.23636363636363633,-0.75,-0.14666666666666672,-0.9019607843137255,-0.5829383886255924,-0.296875,-0.11475409836065587,-0.0006497725796066334,-0.039215686274508776,0.3846153846153846,-0.4838709677419355
-0.01818181818181852,-0.638888888888889,-0.12,-0.7647058823529411,-0.7440758293838863,-0.484375,-0.23278688524590174,-0.2605588044184515,-0.117647058823529,-0.5384615384615385,-0.032258064516129004
0.16363636363636358,-0.38888888888888895,-0.3866666666666667,-0.8627450980392157,-0.44075829383886245,-0.59375,-0.19344262295081982,-0.12800519818063094,-0.39215686274509753,0.02564102564102555,-0.41935483870967705
-0.3454545454545457,-0.611111111111111,0.5199999999999998,-0.9215686274509804,0.8862559241706163,-0.8125,-0.4688524590163936,-0.2085769980506882,-0.2941176470588225,-0.4615384615384617,-0.35483870967741904
-0.09090909090909127,-0.5833333333333333,-0.06666666666666676,-0.9215686274509804,-0.7440758293838863,-0.546875,-0.357377049180328,-0.46848602988956145,-0.2941176470588225,-0.3333333333333335,-0.09677419354838657
0.018181818181818077,-0.5,0.41333333333333333,0.18627450980392157,-0.6398104265402844,-0.0859375,-0.019672131147541183,0.4671864847303482,-0.4901960784313717,-0.41025641025641035,-0.6451612903225805
-0.7818181818181822,-0.41666666666666674,-0.2533333333333333,-0.24509803921568607,-0.8388625592417062,-0.609375,-0.3967213114754099,-0.22417153996102002,0.09803921568627505,-0.6153846153846155,-0.032258064516129004
-0.27272727272727293,-0.5,-0.28,0.20588235294117663,-0.6682464454976302,0.046875,0.3114754098360655,0.2462638076673045,-0.27450980392156854,-0.4615384615384617,-0.35483870967741904
-0.45454545454545503,-0.6666666666666666,-0.30666666666666664,-0.9509803921568627,-0.7725118483412322,-0.4375,-0.6590163934426231,-0.6842105263158089,-0.33333333333333215,-0.5897435897435898,0.12903225806451646
-0.3454545454545457,-0.4722222222222222,0.22666666666666657,0.02941176470588247,-0.5829383886255924,-0.34375,0.062295081967213006,0.2735542560104136,-0.2549019607843128,0.15384615384615374,-0.5483870967741935
-0.38181818181818183,-0.5,-0.2266666666666668,-0.8627450980392157,-0.7440758293838863,-0.78125,-0.5278688524590165,-0.5191682910981115,0.03921568627451055,-2.220446049250313e-16,0.22580645161290347
-0.16363636363636402,-0.7222222222222222,-0.2533333333333333,-0.22549019607843124,-0.6398104265402844,-0.21875,0.48852459016393435,0.05133203378815665,-0.1764705882352935,-0.20512820512820507,-0.19354838709677402
-0.3454545454545457,-0.11111111111111116,-0.14666666666666672,-0.019607843137254832,-0.6208530805687204,-0.4375,0.27213114754098355,0.4282001299545186,0.3137254901960791,-0.051282051282051544,-0.5806451612903225
-0.45454545454545503,-0.7777777777777777,-0.28,0.11764705882352966,-0.8009478672985781,-0.421875,-0.4557377049180329,-0.10201429499673509,-0.3137254901960782,-0.6923076923076923,-0.09677419354838657
-0.3090909090909091,-0.4444444444444444,0.17333333333333334,-0.3627450980392156,-0.6303317535545023,-0.265625,0.07540983606557372,0.061728395061720676,-0.3137254901960782,-0.3333333333333335,-0.612903225806452
-0.27272727272727293,-0.4444444444444444,0.013333333333333197,-0.2941176470588235,-0.7914691943127963,-0.1875,0.3180327868852457,-0.42430149447693566,-0.5490196078431371,-0.4871794871794872,0.645161290322581
-0.12727272727272743,-0.638888888888889,0.30666666666666664,-0.9215686274509804,-0.6966824644549763,-0.796875,-0.022950819672131306,-0.2735542560103852,-0.117647058823529,0.0512820512820511,-0.032258064516129004
-0.12727272727272743,-0.33333333333333337,-0.30666666666666664,-0.24509803921568607,-0.5829383886255924,-0.53125,0.08196721311475397,0.22027290448343706,-0.117647058823529,-0.2564102564102564,-0.612903225806452
-0.09090909090909127,-0.13888888888888884,-0.44000000000000006,-0.009803921568627416,-0.1563981042654028,-0.828125,-0.5016393442622952,0.22936972059778782,-0.5490196078431371,-0.35897435897435925,-0.5806451612903225
-0.7454545454545456,-0.29166666666666663,-0.4666666666666667,-0.892156862745098,-0.7725118483412322,-0.765625,-0.6131147540983608,-0.6218323586744532,0.058823529411765385,-0.3333333333333335,0.38709677419354893
-0.20000000000000018,-0.19444444444444464,0.09333333333333327,-0.4411764705882353,-0.5071090047393365,-0.6875,-0.12131147540983622,0.06432748538011879,-0.2941176470588225,-0.35897435897435925,-0.4838709677419355
-0.3090909090909091,-0.5833333333333333,-0.20000000000000007,-0.3627450980392156,-0.7345971563981042,-0.046875,0.4491803278688524,0.05133203378815665,-0.4901960784313717,-0.6923076923076923,-0.612903225806452
-0.27272727272727293,-0.5,-0.2533333333333333,0.16666666666666674,-0.6492890995260663,0.21875,0.3770491803278688,0.2657569850552193,-0.2549019607843128,-0.512820512820513,-0.35483870967741904
0.09090909090909083,-0.3750000000000001,0.06666666666666665,0.7941176470588236,-0.5260663507109005,-0.34375,0.016393442622950616,0.6751137102014297,-0.6274509803921555,-0.3846153846153846,-0.6774193548387095
0.09090909090909083,-0.33333333333333337,0.30666666666666664,-0.892156862745098,-0.7914691943127963,-0.34375,-0.3836065573770493,-0.5464587394411922,-0.47058823529411775,-0.3846153846153846,0.45161290322580694
0.05454545454545423,-0.4444444444444444,0.33333333333333326,0.12745098039215708,-0.6208530805687204,-0.28125,-0.298360655737705,0.3242365172189636,-0.5882352941176467,-0.4358974358974359,-0.6774193548387095
-0.3090909090909091,-0.5,-0.44000000000000006,-0.3627450980392156,-0.7061611374407583,-0.484375,-0.03606557377049202,0.10331384015594836,0.15686274509804043,-0.0769230769230771,-0.38709677419354804
-0.5636363636363639,-0.1527777777777779,-0.8933333333333333,0.17647058823529416,-0.7630331753554502,-0.6875,-0.3442622950819674,0.20727745289147492,-0.0588235294117645,0.0512820512820511,-0.38709677419354804
-0.20000000000000018,-0.5277777777777778,-0.30666666666666664,-0.9068627450980392,-0.6966824644549763,0.8203125,0.3180327868852457,0.012345679012355504,0.47058823529411775,0.0512820512820511,-0.5483870967741935
-0.16363636363636402,0.0,-0.01333333333333342,-0.5588235294117647,-0.6398104265402844,-0.3125,0.21967213114754092,-0.13060428849902905,-0.45098039215686203,0.10256410256410242,-0.19354838709677402
-0.3454545454545457,-0.8333333333333333,0.040000000000000036,-0.9411764705882353,-0.6682464454976302,-0.625,-0.337704918032787,-0.36452241715400646,-0.09803921568627416,-0.20512820512820507,-0.25806451612903203
0.2727272727272725,-0.611111111111111,-0.14666666666666672,-0.039215686274509665,-0.6777251184834123,-0.046875,0.21967213114754092,0.28525016244313406,-0.39215686274509753,-0.20512820512820507,-0.5161290322580645
-0.41818181818181843,-0.2777777777777778,-0.28,-0.803921568627451,-0.8578199052132701,-0.71875,-0.4098360655737706,-0.5464587394411922,0.17647058823529438,0.15384615384615374,0.3548387096774195
0.05454545454545423,-0.638888888888889,-0.20000000000000007,-0.28431372549019596,-0.7156398104265402,-0.8125,-0.3245901639344263,-0.07862248213126577,-0.6862745098039209,-0.6923076923076923,-0.22580645161290303
